Maya, an Architect, faces a moral dilemma.;Maya's colleague has the opportunity to implement a new bike lane system throughout the city.;The new bike lane system encourages residents to cycle more.;As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city.;If Maya prevents her colleague's implementation of the bike lane system, there would not be an increase in parking prices.;Maya does not prevent her colleague's implementation of the bike lane system.
Matias, a Tailor, faces a moral dilemma.;Matias's colleague has the opportunity to introduce a new, more efficient sewing machine into his tailoring process.;The new sewing machine significantly creates higher quality seams, allowing Matias to provide better services to his customers.;As a side effect of achieving the higher quality seams, the louder noise from the new machine occurs, causing a disturbance to the quiet atmosphere of the tailoring shop that some customers enjoy.;If Matias prevents his colleague's introduction of the new, more efficient sewing machine into his tailoring process, there would not be a disturbance to the quiet atmosphere of the tailoring shop.;Matias does not prevent his colleague's introduction of the new, more efficient sewing machine into his tailoring process.
Nala, a Gardener, faces a moral dilemma.;Nala's colleague has the opportunity to use a new type of fertilizer in her client’s garden.;The new fertilizer causes plants to grow faster and stronger, leading to a more lush and vibrant garden.;As a side effect of achieving the more lush and vibrant garden, the strong, unpleasant smell that lingers in the garden after application occurs.;If Nala prevents her colleague's use of the new type of fertilizer in her client’s garden, there would not be a strong, unpleasant smell that lingers in the garden after application.;Nala does not prevent her colleague's use of the new type of fertilizer in her client’s garden.
Ibrahim, an Economist, faces a moral dilemma.;Ibrahim's colleague has the opportunity to propose a new tax on personal automobiles.;The new tax on personal automobiles decreases car ownership, leading to a slight reduction in emissions.;As a side effect of decreasing car ownership and reducing emissions, the new tax makes citizens turn to public transportation, increasing wait times for people who rely on public transportation for their work commutes.;If Ibrahim prevents his colleague's proposal of the new tax on personal automobiles, there would not be an increase in wait times for public transportation.;Ibrahim does not prevent his colleague's proposal of the new tax on personal automobiles.
Aylin, a Florist, faces a moral dilemma.;Aylin's colleague has the opportunity to switch to a cheaper flower supplier.;The cheaper supplier allows Aylin to lower her prices, making her flowers more affordable to customers.;As a side effect of making her flowers more affordable to customers, Aylin's flowers don't last as long as the flowers from her previous supplier.;If Aylin prevents her colleague from switching to the cheaper flower supplier, there would not be a shortened shelf life of her flowers.;Aylin does not prevent her colleague from switching to the cheaper flower supplier.
Vashti, an Analyst, faces a moral dilemma.;Vashti's colleague has the opportunity to automate a significant portion of the data analysis process at her company.;The automation will increase efficiency and accuracy in data analysis, reducing the time spent on manual tasks.;As a side effect of increasing efficiency and accuracy in data analysis, the automation will make some tasks redundant, leading to pay cuts for certain members within her team.;If Vashti prevents her colleague from automating the data analysis process, there would not be pay cuts for certain team members.;Vashti does not prevent her colleague from automating the data analysis process at her company.
Aarav, a Butcher, faces a moral dilemma.;Aarav's colleague has the opportunity to introduce a new line of premium, organic meats in his butcher shop.;The premium, organic meats are supplied by a more sustainable manufacturer, contributing to environmental sustainability.;As a side effect of contributing to environmental sustainability, the organic meats are more expensive, making Aarav’s products inaccessible to some of his regular customers.;If Aarav prevents his colleague's introduction of the new line of premium, organic meats, there would not be inaccessibility to some of his regular customers.;Aarav does not prevent his colleague's introduction of the new line of premium, organic meats.
Amira, a Baker, faces a moral dilemma.;Amira's colleague has the opportunity to start using a new type of flour that is locally sourced and organic.;The use of this new flour supports local farmers and promotes organic farming practices.;As a side effect of supporting local farmers and promoting organic farming practices, the new flour changes the texture and taste of Amira's baked goods, leading to some customers being dissatisfied.;If Amira prevents her colleague's use of the new type of flour, there would not be a change in the texture and taste of her baked goods.;Amira does not prevent her colleague's use of the new type of flour.
Hassan, a Driver, faces a moral dilemma.;Hassan's colleague has the opportunity to start using this new route for his daily deliveries.;The new route is faster and allows Hassan to complete his deliveries earlier, increasing customer satisfaction.;As a side effect of completing his deliveries earlier and increasing customer satisfaction, Hassan's delivery truck disturbs the peace of the residents early in the morning.;If Hassan prevents his colleague's use of the new route, there would not be noise disturbance in the residential area.;Hassan does not prevent his colleague's use of the new route.
Linh, a Surgeon, faces a moral dilemma.;Linh's colleague has the opportunity to use a new surgical technique that reduces the time of the operation.;The new surgical technique reduces the time patients spend under anesthesia, decreasing the risks associated with prolonged anesthesia.;As a side effect of reducing the time patients spend under anesthesia, the new technique is slightly more painful during the recovery process.;If Linh prevents her colleague's use of the new surgical technique, there would not be increased pain during recovery.;Linh does not prevent her colleague's use of the new surgical technique.
Isabella, a Chemist, faces a moral dilemma.;Isabella's colleague has the opportunity to develop a new type of plastic that is more durable and long-lasting.;The new type of plastic reduces the need for frequent replacements, leading to less waste.;As a side effect of reducing the need for frequent replacements, the new plastic takes longer to decompose, contributing to the problem of non-biodegradable waste.;If Isabella prevents her colleague's development of the new type of plastic, there would not be a problem of non-biodegradable waste.;Isabella does not prevent her colleague's development of the new type of plastic.
Enzo, a Historian, faces a moral dilemma.;Enzo's colleague has the opportunity to publish a book that challenges a widely accepted historical narrative.;The publication of the book stimulates intellectual debate and encourages critical public discussion about historical narratives.;As a side effect of stimulating intellectual debate and encouraging critical public discussion about historical narratives, the book also offends people who strongly believe in the established narrative, causing public backlash.;If Enzo prevents his colleague's publication of the book, there would not be public backlash.;Enzo does not prevent his colleague's publication of the book.
Kaira, a Welder, faces a moral dilemma.;Kaira's colleague has the opportunity to take on an extra project at work.;By taking on the extra project, Kaira could earn a significant bonus which would  support her family.;As a side effect of earning a significant bonus to support her family, Kaira would have to work overtime, leading to less quality time spent with her family.;If Kaira prevents her colleague's opportunity to take on an extra project, there would not be less quality time spent with her family.;Kaira does not prevent her colleague's opportunity to take on an extra project.
Noor, a Coach, faces a moral dilemma.;Noor's colleague has the opportunity to introduce a new, more intense training regimen for her team.;The new training regimen improves the team's performance.;As a side effect of improving the team's performance, the intense training regimen leads to increased physical strain and fatigue among the team members.;If Noor prevents her colleague's introduction of the new, more intense training regimen, there would not be increased physical strain and fatigue among the team members.;Noor does not prevent her colleague's introduction of the new, more intense training regimen.
Sari, a Geologist, faces a moral dilemma.;Sari's colleague has the opportunity to conduct a geological survey in a small, historic town.;The survey results in the discovery of a rare mineral deposit, which could bring tourists and revenue to the town.;As a side effect of discovering a rare mineral deposit, which could bring tourists and revenue to the town, the survey and subsequent mining operations alter the town’s historic character.;If Sari prevents her colleague's geological survey, there would not be an alteration of the town's historic character.;Sari does not prevent her colleague's geological survey.
Dante, a Miner, faces a moral dilemma.;Dante's colleague has the opportunity to use a new, more efficient mining technique.;The new technique could increase the amount of minerals extracted, leading to increased profits and job security for Dante and his colleagues.;As a side effect of increasing the amount of minerals extracted, leading to increased profits and job security, the new technique could also lead to dust in the air, causing disturbance to Dante and his colleagues.;If Dante prevents his colleague's use of the new, more efficient mining technique, there would not be more dust in the air.;Dante does not prevent his colleague's use of the new, more efficient mining technique.
Ayesha, a Secretary, faces a moral dilemma.;Ayesha's colleague has the opportunity to implement a new digital filing system in the office.;The new digital filing system reduces paper waste in the office.;As a side effect of reducing paper waste in the office, the new digital filing system is complex to operate, causing inconvenience and stress for employees.;If Ayesha prevents her colleague's implementation of the new digital filing system, there would not be inconvenience and stress for employees.;Ayesha does not prevent her colleague's implementation of the new digital filing system.
Jovan, a Barista, faces a moral dilemma.;Jovan's colleague has the opportunity to introduce a new, exotic coffee blend to the café's menu.;The new coffee blend relies on a more sustainable supplier, allowing the coffee shop to be more eco-friendly.;As a side effect of becoming more eco-friendly, the new coffee blend causes a slight increase in the price of all coffee drinks.;If Jovan prevents his colleague's introduction of the new, exotic coffee blend, there would not be a slight increase in the price of all coffee drinks.;Jovan does not prevent his colleague's introduction of the new, exotic coffee blend.
